"hugo_gene"	"link"
"GSK3B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GSK3B', target = '_blank'>GeneCards</a>"
"DPP7"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP7', target = '_blank'>GeneCards</a>"
"DPP8"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP8', target = '_blank'>GeneCards</a>"
"GCG"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GCG', target = '_blank'>GeneCards</a>"
"CTRB1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CTRB1', target = '_blank'>GeneCards</a>"
"PROC"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PROC', target = '_blank'>GeneCards</a>"
"SYK"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SYK', target = '_blank'>GeneCards</a>"
"F3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=F3', target = '_blank'>GeneCards</a>"
"F7"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=F7', target = '_blank'>GeneCards</a>"
"KLK1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KLK1', target = '_blank'>GeneCards</a>"
"PLK1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PLK1', target = '_blank'>GeneCards</a>"
"PRSS1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS1', target = '_blank'>GeneCards</a>"
"PRSS2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS2', target = '_blank'>GeneCards</a>"
"PRSS3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS3', target = '_blank'>GeneCards</a>"
"HRH3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HRH3', target = '_blank'>GeneCards</a>"
"WDR77"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR77', target = '_blank'>GeneCards</a>"
"NEDD4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NEDD4', target = '_blank'>GeneCards</a>"
"CYP26A1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP26A1', target = '_blank'>GeneCards</a>"
"TRPV1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPV1', target = '_blank'>GeneCards</a>"
"MPI"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MPI', target = '_blank'>GeneCards</a>"
"PIK3R1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R1', target = '_blank'>GeneCards</a>"
"CXCR3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR3', target = '_blank'>GeneCards</a>"
"CCNE1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNE1', target = '_blank'>GeneCards</a>"
"DRD4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DRD4', target = '_blank'>GeneCards</a>"
"SCN5A"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN5A', target = '_blank'>GeneCards</a>"
"NR1H4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1H4', target = '_blank'>GeneCards</a>"
"AURKB"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=AURKB', target = '_blank'>GeneCards</a>"
"RET"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RET', target = '_blank'>GeneCards</a>"
"PLA2G2A"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G2A', target = '_blank'>GeneCards</a>"
"S1PR1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=S1PR1', target = '_blank'>GeneCards</a>"
"CPB2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CPB2', target = '_blank'>GeneCards</a>"
"PGR"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PGR', target = '_blank'>GeneCards</a>"
"CPT1A"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CPT1A', target = '_blank'>GeneCards</a>"
"PDE6A"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE6A', target = '_blank'>GeneCards</a>"
"PDE6B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE6B', target = '_blank'>GeneCards</a>"
"PDE6C"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE6C', target = '_blank'>GeneCards</a>"
"PDE6G"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE6G', target = '_blank'>GeneCards</a>"
"PDE6H"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE6H', target = '_blank'>GeneCards</a>"
"CCND3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CCND3', target = '_blank'>GeneCards</a>"
"ALB"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ALB', target = '_blank'>GeneCards</a>"
"MCL1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MCL1', target = '_blank'>GeneCards</a>"
"HTR7"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR7', target = '_blank'>GeneCards</a>"
"MAP3K7"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K7', target = '_blank'>GeneCards</a>"
"NMT1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NMT1', target = '_blank'>GeneCards</a>"
"JAK2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK2', target = '_blank'>GeneCards</a>"
"PTK2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PTK2', target = '_blank'>GeneCards</a>"
"IRAK4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=IRAK4', target = '_blank'>GeneCards</a>"
"NMT2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NMT2', target = '_blank'>GeneCards</a>"
"PROKR1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PROKR1', target = '_blank'>GeneCards</a>"
"NRP1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NRP1', target = '_blank'>GeneCards</a>"
"PCK1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PCK1', target = '_blank'>GeneCards</a>"
"EPAS1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=EPAS1', target = '_blank'>GeneCards</a>"
"HIF1A"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HIF1A', target = '_blank'>GeneCards</a>"
"HPD"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HPD', target = '_blank'>GeneCards</a>"
"PYGL"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PYGL', target = '_blank'>GeneCards</a>"
"ABCB1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCB1', target = '_blank'>GeneCards</a>"
"PTGER4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGER4', target = '_blank'>GeneCards</a>"
"CTSB"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSB', target = '_blank'>GeneCards</a>"
"CTSV"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSV', target = '_blank'>GeneCards</a>"
"NTRK2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NTRK2', target = '_blank'>GeneCards</a>"
"MAPK9"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK9', target = '_blank'>GeneCards</a>"
"S1PR2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=S1PR2', target = '_blank'>GeneCards</a>"
"PDE4A"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE4A', target = '_blank'>GeneCards</a>"
"PDE4B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE4B', target = '_blank'>GeneCards</a>"
"PDE4C"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE4C', target = '_blank'>GeneCards</a>"
"PDE4D"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE4D', target = '_blank'>GeneCards</a>"
"COMT"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=COMT', target = '_blank'>GeneCards</a>"
"TAB1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TAB1', target = '_blank'>GeneCards</a>"
"AURKA"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=AURKA', target = '_blank'>GeneCards</a>"
"F11"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=F11', target = '_blank'>GeneCards</a>"
"IKBKB"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=IKBKB', target = '_blank'>GeneCards</a>"
"BCL2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2', target = '_blank'>GeneCards</a>"
"MAPK1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK1', target = '_blank'>GeneCards</a>"
"KDM4C"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM4C', target = '_blank'>GeneCards</a>"
"MDM2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MDM2', target = '_blank'>GeneCards</a>"
"GRIA1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIA1', target = '_blank'>GeneCards</a>"
"GRIA2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIA2', target = '_blank'>GeneCards</a>"
"GRIA4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIA4', target = '_blank'>GeneCards</a>"
"GRIK5"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIK5', target = '_blank'>GeneCards</a>"
"PDE7A"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE7A', target = '_blank'>GeneCards</a>"
"DRD1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DRD1', target = '_blank'>GeneCards</a>"
"RORC"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RORC', target = '_blank'>GeneCards</a>"
"IGF1R"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF1R', target = '_blank'>GeneCards</a>"
"CDK7"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK7', target = '_blank'>GeneCards</a>"
"ADORA2B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ADORA2B', target = '_blank'>GeneCards</a>"
"STAT3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT3', target = '_blank'>GeneCards</a>"
"VCP"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=VCP', target = '_blank'>GeneCards</a>"
"LIPG"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LIPG', target = '_blank'>GeneCards</a>"
"AVPR1A"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=AVPR1A', target = '_blank'>GeneCards</a>"
"OXTR"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=OXTR', target = '_blank'>GeneCards</a>"
"PTGDR"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGDR', target = '_blank'>GeneCards</a>"
"PIM1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PIM1', target = '_blank'>GeneCards</a>"
"PIM2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PIM2', target = '_blank'>GeneCards</a>"
"PIM3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PIM3', target = '_blank'>GeneCards</a>"
"PTGER1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGER1', target = '_blank'>GeneCards</a>"
"PIK3R2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R2', target = '_blank'>GeneCards</a>"
"PIK3R3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R3', target = '_blank'>GeneCards</a>"
"PIK3R5"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R5', target = '_blank'>GeneCards</a>"
"SSTR3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SSTR3', target = '_blank'>GeneCards</a>"
"INCENP"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=INCENP', target = '_blank'>GeneCards</a>"
"CCR1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR1', target = '_blank'>GeneCards</a>"
"KNG1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KNG1', target = '_blank'>GeneCards</a>"
"SLC9A3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A3', target = '_blank'>GeneCards</a>"
"SLC9A5"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A5', target = '_blank'>GeneCards</a>"
"DGAT1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DGAT1', target = '_blank'>GeneCards</a>"
"JAK1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK1', target = '_blank'>GeneCards</a>"
"SLC5A2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC5A2', target = '_blank'>GeneCards</a>"
"OGFRL1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=OGFRL1', target = '_blank'>GeneCards</a>"
"SMO"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SMO', target = '_blank'>GeneCards</a>"
"CSF1R"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF1R', target = '_blank'>GeneCards</a>"
"PTPRB"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRB', target = '_blank'>GeneCards</a>"
"CYP11B1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP11B1', target = '_blank'>GeneCards</a>"
"CYP11B2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP11B2', target = '_blank'>GeneCards</a>"
"MEN1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MEN1', target = '_blank'>GeneCards</a>"
"KDM1A"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM1A', target = '_blank'>GeneCards</a>"
"EPHX2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHX2', target = '_blank'>GeneCards</a>"
"PIP4K2C"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PIP4K2C', target = '_blank'>GeneCards</a>"
"APEX1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=APEX1', target = '_blank'>GeneCards</a>"
"SLC6A9"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A9', target = '_blank'>GeneCards</a>"
"PTGER3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGER3', target = '_blank'>GeneCards</a>"
"GRM2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GRM2', target = '_blank'>GeneCards</a>"
"GRM3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GRM3', target = '_blank'>GeneCards</a>"
"LDHA"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LDHA', target = '_blank'>GeneCards</a>"
"LRRK2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRK2', target = '_blank'>GeneCards</a>"
"TNKS"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TNKS', target = '_blank'>GeneCards</a>"
"TNKS2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TNKS2', target = '_blank'>GeneCards</a>"
"KCNA3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNA3', target = '_blank'>GeneCards</a>"
"KCNA5"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNA5', target = '_blank'>GeneCards</a>"
"BRD9"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=BRD9', target = '_blank'>GeneCards</a>"
"AKT1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT1', target = '_blank'>GeneCards</a>"
"AKT2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT2', target = '_blank'>GeneCards</a>"
"CECR2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CECR2', target = '_blank'>GeneCards</a>"
"CACNA2D1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA2D1', target = '_blank'>GeneCards</a>"
"PBRM1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PBRM1', target = '_blank'>GeneCards</a>"
"BRD2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=BRD2', target = '_blank'>GeneCards</a>"
"BRD3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=BRD3', target = '_blank'>GeneCards</a>"
"PTAFR"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PTAFR', target = '_blank'>GeneCards</a>"
"FAP"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=FAP', target = '_blank'>GeneCards</a>"
"CHRM4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRM4', target = '_blank'>GeneCards</a>"
"CACNA1C"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1C', target = '_blank'>GeneCards</a>"
"MLNR"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MLNR', target = '_blank'>GeneCards</a>"
"CCR3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR3', target = '_blank'>GeneCards</a>"
"PRKCQ"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCQ', target = '_blank'>GeneCards</a>"
"ORAI1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ORAI1', target = '_blank'>GeneCards</a>"
"RPS6KB1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KB1', target = '_blank'>GeneCards</a>"
"LPAR1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LPAR1', target = '_blank'>GeneCards</a>"
"LPAR2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LPAR2', target = '_blank'>GeneCards</a>"
"LPAR3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LPAR3', target = '_blank'>GeneCards</a>"
"HDAC1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC1', target = '_blank'>GeneCards</a>"
"HDAC10"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC10', target = '_blank'>GeneCards</a>"
"HDAC11"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC11', target = '_blank'>GeneCards</a>"
"HDAC2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC2', target = '_blank'>GeneCards</a>"
"HDAC3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC3', target = '_blank'>GeneCards</a>"
"HDAC4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC4', target = '_blank'>GeneCards</a>"
"HDAC5"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC5', target = '_blank'>GeneCards</a>"
"HDAC6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC6', target = '_blank'>GeneCards</a>"
"HDAC7"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC7', target = '_blank'>GeneCards</a>"
"HDAC8"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC8', target = '_blank'>GeneCards</a>"
"HDAC9"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC9', target = '_blank'>GeneCards</a>"
"SCARB1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SCARB1', target = '_blank'>GeneCards</a>"
"P2RY1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RY1', target = '_blank'>GeneCards</a>"
"CACNA1A"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1A', target = '_blank'>GeneCards</a>"
"CACNA1B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1B', target = '_blank'>GeneCards</a>"
"CACNA1D"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1D', target = '_blank'>GeneCards</a>"
"CACNA1E"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1E', target = '_blank'>GeneCards</a>"
"CACNA1F"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1F', target = '_blank'>GeneCards</a>"
"CACNA1S"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1S', target = '_blank'>GeneCards</a>"
"CACNA2D2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA2D2', target = '_blank'>GeneCards</a>"
"CACNA2D3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA2D3', target = '_blank'>GeneCards</a>"
"CACNA2D4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA2D4', target = '_blank'>GeneCards</a>"
"CACNB1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNB1', target = '_blank'>GeneCards</a>"
"CACNB2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNB2', target = '_blank'>GeneCards</a>"
"CACNB3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNB3', target = '_blank'>GeneCards</a>"
"CACNB4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNB4', target = '_blank'>GeneCards</a>"
"CACNG1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNG1', target = '_blank'>GeneCards</a>"
"CACNG2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNG2', target = '_blank'>GeneCards</a>"
"CACNG3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNG3', target = '_blank'>GeneCards</a>"
"CACNG4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNG4', target = '_blank'>GeneCards</a>"
"CACNG5"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNG5', target = '_blank'>GeneCards</a>"
"CACNG6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNG6', target = '_blank'>GeneCards</a>"
"CACNG7"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNG7', target = '_blank'>GeneCards</a>"
"CACNG8"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNG8', target = '_blank'>GeneCards</a>"
"DGAT2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DGAT2', target = '_blank'>GeneCards</a>"
"PRKACA"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKACA', target = '_blank'>GeneCards</a>"
"SRC"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SRC', target = '_blank'>GeneCards</a>"
"ERN1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ERN1', target = '_blank'>GeneCards</a>"
"FFAR1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=FFAR1', target = '_blank'>GeneCards</a>"
"TAF1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF1', target = '_blank'>GeneCards</a>"
"TAF1L"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TAF1L', target = '_blank'>GeneCards</a>"
"MLYCD"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MLYCD', target = '_blank'>GeneCards</a>"
"S1PR3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=S1PR3', target = '_blank'>GeneCards</a>"
"GBA"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GBA', target = '_blank'>GeneCards</a>"
"GRIN1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIN1', target = '_blank'>GeneCards</a>"
"GRIN2A"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIN2A', target = '_blank'>GeneCards</a>"
"GRIN2B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIN2B', target = '_blank'>GeneCards</a>"
"GRIN2C"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIN2C', target = '_blank'>GeneCards</a>"
